,amazon_tweets
1732,"Flagship features of #iQOO7Series are
➡ Qualcomm Snapdragon 870 5G
➡ 120Hz AMOLED DISPLAY
@amazonIN @IqooInd https://t.co/AA6emBAd5y"
1733,So now @amazonIN is continuously jacking up the prices of surgical masks etc .. what a nation?
1734,"Where are @Flipkart &amp; @amazonIN ?

Y'all have crazy well connected supply chains.

Now is the time to step up and p… https://t.co/N3sAv8l5aN"
1735,"✌✌ @amazonIN

I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/BW79MKCQ47"
1736,"After waiting for more than 3 months, got an email on 9th April that I will be getting the refund as cheque in 6-8… https://t.co/ITngXLa3Bi"
1737,"I have shared every detail which were asked... 
@amazonIN @AmazonHelp https://t.co/kqTdBRsnZE"
1738,"Great specs and is just awesome phone
@IqooInd @amazonIN 
#iQOO7Series https://t.co/BrelphThkY"
1739,"#AmazonQuiz
#AbbottFreeStyleLibreQuiz
@Abbott
@amazonpay
@amazon
@amazonIN
I played this interesting Quiz on Amazon… https://t.co/z0Wl1dFD5t"
1740,"#iQOO7Series 
The REAL MONSTER.....😈
@IqooInd 
@amazonIN https://t.co/9fXO9UBGca"
1741,"#GalaxyM42Quiz
#AmazonQuiz
#AmazonQuizAnswer
#QuizTime
#SamsungGalaxyM42
#SamsungGalaxy
@SamsungMobile
@Samsung… https://t.co/aYmsgSPUJ5"
1742,"Little's Soft Cleansing Baby Wipes with Aloe Vera, Jojoba Oil and Vitamin E... https://t.co/mudwwQ1gLT via @amazonIN"
1743,Joby JB01505-BWW Gorilla Pod 325 (Black) JOBY https://t.co/jOi2zVNaGf via @amazonIN
1744,Limited-time deal: Maono AU-400 Lavalier Microphone (Black) MAONO https://t.co/6i7DmWYJsb via @amazonIN
1745,"Thank you @amazonIN for quick and before schedule delivery of  oximeter, it was ordered on 22 scheduled on 26. To m… https://t.co/TeAel4yrb6"
1746,Limited-time deal: EKSA Stereo Sound Over Ear Headphones Gaming Headset wit... https://t.co/mDTaWEWUZ4 via @amazonIN
1747,"#Mi11X Pro pre-orders in India begin on @amazonIN , https://t.co/l2T3PEAzRM: Price, launch offers
https://t.co/zuArU85rpj"
1748,"#Mi11SeriesQuiz
#AmazonQuiz
#AmazonQuizAnswer
#QuizTime
#Mi11Series
#Mi11Ultra
@xiaomiIndiaCare
@Xiaomi… https://t.co/9aG3NwE8sl"
1749,"DHRUVI TRENDZ Women Printed Top with Half Sleeves for Office Wear, Casual W... https://t.co/mqs8LuKEsr via @amazonIN"
1750,#iQOO7Series @IqooInd @amazonIN my favourite feature! https://t.co/OXbOHSJeMC
1751,Features I'm excited about iQOO7 5G are Dual Chip and obviously the Snapdragon 870 😎 @IqooInd @amazonIN… https://t.co/UXfVpjRKpJ
1752,"Thank you dear readers for the 1,000 @amazonIN reviews.

Keep the love coming!

@PenguinIndia @mileeashwarya… https://t.co/7zH0D99gtp"
1753,"#AmazonQuiz
#WordBookDay
#QuizTime
#AmazonQuizAnswer
@worldbookday_in
@amazonpay
@amazon
@amazonIN
@Aarifbhati40
I… https://t.co/No6afrzO17"
1754,"Knowledge is never wasted : #WorldBookDay2021 
Here is how brands have motivated us on this special day:… https://t.co/OYZ0NFsCGy"
1755,"The ture Legend !
Full Charge in 20 Minutes,120Hz Amoled Display, 50 mm Portrait Lens @IqooInd @amazonIN… https://t.co/g3J0FgiTTI"
1756,Excited for the new flagship killer with the sd 870 🔥 @IqooInd @amazonIN #iQOO7Series https://t.co/u4k17JStJI
1757,"hey @Uber_India, @amazonIN, @myntra, @dominos_india, @NetflixIndia, @hotstartweets, @oyorooms and @MyNykaa haaaaaaaave you met @getsimpl"
1758,If the US is not allowing export of raw material to India for vaccines it’s time to ask US companies to pack their… https://t.co/qMWxFuwtso
1759,I have ordered a product at Amazon on 20th April 2021.The tracking shows the status as delivered yesterday. But I d… https://t.co/EyGwhiueQI
1760,"Available now @GOQii
Home Quarantine Care 
A complete remote Healthcare management solution 
Track SPo2 Temp Pulse… https://t.co/GBv0P2giSx"
1761,Ordered 5kg Rice from @amazonIN @AmazonHelp with order id# 404-2099756-7863512 . Recieved 2 pieces of Soap in the p… https://t.co/RJornqTKL9
1762,I have order grocery from flipkart but they make fraud with me. Atta price is 163 &amp; they charge 191. @Flipkart… https://t.co/Vi88ZbrCn4
1763,"Got this parcel today, thought only essential service is allowed @amazonIN @narendramodi 
Economy will not run by o… https://t.co/W9W8XxYPFA"
1764,"Pre-book your #Mi11XPro today! 

- 120Hz E4 AMOLED Display 
- Qualcomm Snapdragon 888

Available on… https://t.co/oPdzgQkj5I"
1765,"Respected Officials @gvmcommissioner @GVMC_OFFICIAL @vizagcitypolice @vizagcollector 
 If there is possibility to o… https://t.co/9fcHY2SonL"
1766,Dear Miniso @minisoindia why don’t you provide straws with your jars on amazon  @amazonIN . Please fulfill whatever you promise .
1767,"Love the ease of @getsimpl. pls integrate with @Uber_India, @amazonIN, @myntra, @dominos_india, @NetflixIndia and… https://t.co/O1EDmjzTTJ"
1768,"S J.D. @SJD72489404 
#AmazonQuiz 
#DailyQuizTime
Thanks Amazon for Contest 👍
@amazonInQuiz 
@amazonIN 
@amazon https://t.co/Bz39jRFHib"
1769,"2 days to go!
 
Witness the unveiling of the future of gaming phones.

#iQOO7Series unleashing on 26th April, 12pm.… https://t.co/kv17KCrbXH"
1770,"888 Snapdragon processor is the beast 
And this is the best feature and also one of my favourite features. 
Just an… https://t.co/cZCpIN089Q"
1771,You can buy #Mi11XPro on @amazonIN either with an exchange offer or hdfc discount but not both. @XiaomiIndia
1772,"❤️📱My favorite feature in #iQOO7Series is 6️⃣6️⃣W Flash Charge. Full charge in just 3️⃣0️⃣ minutes.

@IqooInd… https://t.co/PuuFGCOece"
1773,This is service of a reputed Amazon 👎👎👎👎 @amazon @amazonIN Going to uninstall this application https://t.co/KwYGVzVU10
1774,"I played this interesting Quiz on Amazon-Play games at Amazon FunZone A Winning existing reward
@amazon @amazonIN… https://t.co/qmBGiHKqGt"
1775,"I played this interesting Quiz on Amazon-Play games at Amazon FunZone lucky chance to winning
samsung galaxy M42… https://t.co/byyiBOdqgu"
1776,"#AmazonQuiz I played on this intresting quiz on Amazon try your luck @amazonIN @amazon 
#AmazonQuiz #AmazonQuiz https://t.co/TkiQJbrEsm"
1777,Why is there a limitation of reviewing #Oneplus9R in #amazon india? Is it due to honest review by people! (Issues i… https://t.co/A9GN0wxqIl
1778,"Now FREE IN KU Eat So What! Extract Editions Boxset: 4 Books in 1 https://t.co/YtCEoon9pG  via 
@amazonIN… https://t.co/dG7LxxfUuo"
1779,Limited-time deal: Secret of Healthy Hair https://t.co/cay2OA6LLQ… via @amazonIN #secretofhealthyhair #plantbased… https://t.co/arGvS4mOBq
1780,"All features are best but I like dual chip feature #iQOO7Series 
@IqooInd @amazonIN https://t.co/E2yX6QNTTP"
1781,I had requested @amazonIN   for return of a damaged item on 5th April 2021 but it is still not picked up. My money… https://t.co/wJRG4ghh59
1782,"HEY @Uber_India, @amazonIN and @hotstartweets Y U NO @swiggy @getsimpl  #KeepItSimpl"
1783,How can you sell above MRP? @amazon @amazonIN @JeffBezos https://t.co/i3VAnHXCxD
1784,"Even I had received a delivery package from @amazonIN last week, which had instructions in hindi not Kannada.

Why… https://t.co/JNje5LWXxc"
1785,Hyy @amazonIN  i play your every contest but are not win........... Why????
1786,"Hey Mumbai, here is what you can order as Essential items from @amazonIN https://t.co/zoYFXj5ceJ"
1787,Disappointed by Amazon and flipkart services. In this emergency situation both reliable indian sites are not delive… https://t.co/BE7Td8iaRY
1788,"Unleashing the legend🔥
@IqooInd @amazonIN 
#iQOO7Series https://t.co/pMrr3gmrY7"
1789,"Height of black marketing amid disaster, some people are enjoying making money out of people's misery. Really Shame… https://t.co/nzkhTf00Ud"
1790,#WononAmazon today I won quiz on Amazon and now eligible for lucky draw ..... Let's see I am lucky or not ....… https://t.co/9AVUqjo8bp
1791,"Hello @amazonIN @AmazonHelp:
Why should I pay delivery charges despite prime members.

My total Cart value is more… https://t.co/gcdf8y3sC2"
1792,Accept #dogecoin #Doge4Amazon #DogeToAdollar #DogecoinToTheMoon  @PrimeVideo  @amazonmusic @awscloud @AmazonUK @amazonIN
1793,"My favourite feature of the new #SamsungM42 is ""MONSTER-FAST PERFORMANCE"" #FastestMonster 
@SamsungIndia 
@amazonIN https://t.co/bRyiSB7r7i"
1794,"2 days to go!
 
Witness the unveiling of the future of gaming phones.

#iQOO7Series unleashing on 26th April, 12pm.… https://t.co/o0lLl3ikuE"
1795,"#Mi11XPro is now ready for pre-order at @amazonIN 
Shipping starts after 6th May 😢

@XiaomiIndia @manukumarjain… https://t.co/HSE5itgChH"
1796,"SAMSUNG GALAXY M42 5G IS HERE
snapdragon processor 750G   
#FastestMonster 
@amazonIN 
 
@SamsungIndia… https://t.co/xvgHS3KQcv"
1797,"Banks don't like Bitcoin.
Taxis don't like Uber.
Hotel don't like AirBnb
Stores don't like Amazon.
Cinemas don't li… https://t.co/c3FVwBlRKj"
1798,Check your DM msg and reply @amazonIN @AmazonHelp
1799,"#AmazonQuiz 
Complete successfully
Thanks
@amazonIN @amazon https://t.co/2YIXRT7ssz"
1800,"Shop at iGear!

Race Your Pulse With IMPULSE

#4in1device #powerbank #nightlamp #wirelesscharger #mobilestand 
Avai… https://t.co/txLBdVQ99p"
1801,"Monster is coming...#FastestMonster , @amazonIN and @SamsungIndia ,#SamsungM42 https://t.co/6YudrDtZQF"
1802,"120hz display and fast charging.
#iQOO7Series 
@IqooInd 
@amazonIN https://t.co/S9dHamDK3D"
1803,"I have win the contest of Mi 11x in the Amazon 
I like some future in the mobile I have attached it 👇
#SuperPhone… https://t.co/v7Lmh1A9UA"
1804,Hey @amazonIN : Can you clarify which is it? With or without artificial flavors? https://t.co/5zFEBafaE9
1805,"Hey @PrimeVideoIN  #VikramVedha is not available in prime !! Could you please make it available?
@PrimeVideoIN 
@amazonIN 
@AmazonHelp"
1806,"SAMSUNG GALAXY M42 5G IS HERE
snapdragon processor 750G   🤩🔥🔥🔥
#FastestMonster @amazonIN 
@SamsungIndia… https://t.co/WL57cgyqNr"
1807,"Waiting for the STUNNING @IqooInd @amazonIN #iQOO7Series  ..... Best feature 
is dual chip .... https://t.co/9R7gbfjyUI"
1808,Please give me this monster piece of technology @IqooInd @amazonIN https://t.co/uHbBG3L2GG
1809,i GEAR KeyBee Retro Typewriter Inspired 2.4GHz Wireless Keyboard and Mouse ... https://t.co/Xrdkd2U7RX via @amazonIN
1810,"iQOO 7 Price leaked by @amazonIN 
@IqooInd @gagan_arora1 #iQOO7Series 😂😂😂 https://t.co/f4n0OEg3kf"
1811,It’s been weeks the query is pending. Even the email assured me the help 3 days back is yet to revert. The delay in… https://t.co/cAbmhrkZpN
1812,"I am Waiting for Gaming Experience...@IqooInd , @amazonIN &amp; #IQOO7series https://t.co/pya7mv4NJQ"
1813,Are you serious @amazonIN https://t.co/eqD6cdVVpX
1814,"And this is a true Legend!!!!
Snap888 with @BMW partnership of track design!!!!
Loved it !!!! Loved it!! Loved it!!… https://t.co/HJJlgIdMlz"
1815,I'm eligible for winning #AmazonSpinandWin @amazonIN https://t.co/5m1SDb2o9T
1816,I'm eligible for winning #AmazonQuiz @amazonIN https://t.co/x0nvEFRRaZ
1817,"#FastestMonster 😈 along with  Fortress 🏛

@amazonIN @SamsungIndia #SamsungM42 https://t.co/aibnjIgYGR"
1818,"That's the best value for gaming phone!!!!!!! Really amazing!!!
300HZ  Touch Sampling Rate🤯 and everything less tha… https://t.co/v6JxFPJn1a"
1819,"The best value phone in the market!!!!!!
Really amazing and totally value for money
@IqooInd
@amazonIN 
#iQOO7Series https://t.co/rqqZuZ3v4N"
1820,"Dear @amazonIN, I had placed an order for 2 qts. of a standing lamp some days ago. I received the order today, but… https://t.co/2LSVGBy28v"
1821,"120hz amoled display with 300hz touch sampling rate in Iqoo 7 series.
@IqooInd , @amazonIN ,
#IQOO7series https://t.co/DPefwOXnxl"
1822,I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/aVB7ym2lsj #AmazonQuiz @amazonIN .
1823,"I loved ♥ this phone .. vey much..
#FastestMonster @amazonIN @SamsungIndia #SamsungM42 https://t.co/F4Q9oGhRxZ"
1824,"hey @Uber_India, @amazonIN and @oyorooms haaaaaaaave you met @getsimpl"
1825,I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/9wpe7gp6ja #Mi11SeriesQuiz… https://t.co/0Go5YXGyQ3
1826,"#firetvsticksucks @amazonIN 
fire tv stick remote sucked these many batteries in last 3-4 months.. https://t.co/47bSx5Nhdy"
1827,Dear @Dell_IN when will Dell Inspiron 15 with @AMD Ryzen 5 5500U processor available in Dell Official Site or at @amazonIN .
1828,I want contact to customer care but no one reply me. My account has been unhold by Amazon pay verification from las… https://t.co/JrN4GUZEbD
1829,"My favourite features Down pointing backhand indexDown pointing backhand index

🔸Qualcomm Snapdragon 870+Intelligen… https://t.co/cgslZTbApa"
1830,I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/0IpWNitnrv #AmazonQuiz @amazonIN .
1831,Everytime Within minutes of ordering a product I get a fraud call for all the first prize and tata safari which am… https://t.co/zghd2A2pQb
1832,"Being a Prime Member, this is what amazon has done to me today, they sent these dummy toy watches for Amazfit Smart… https://t.co/eHut5jxyiF"
1833,"Knox security is the best security
#FastestMonster @amazonIN @SamsungIndia #SamsungM42 https://t.co/PQBeieUc7d"
1834,"Tata, Ambani,Jindal and other Indian billionaire are helping Indians in this time of crisis.@AskAnshul Can you help… https://t.co/TmvRO3vXwK"
1835,My favourite feature in iqoo7 series super cooling system 🤩 @IqooInd @amazonIN #iQOO7Series https://t.co/nlFFP3waI4
1836,Iqoo took while to come back and we truly believe the new iqoo series is going to a big game changer. One of the mo… https://t.co/r1N27dDupx
1837,"This is something I am unable to understand. Same pincode, similar product... @amazonIN is delivering but… https://t.co/rBjbjenhfp"
1838,"#AmazonQuiz
I have given the correct answers to all questions ......
I hope that ...... I will definitely win this… https://t.co/tFz2w8yZSS"
1839,"Monster coming soon...
@IqooInd @amazonIN #iQOO7Series https://t.co/Kfyk0Rtoao"
1840,I like it's processor and charging speed iqoo is the awesome brand and comes with great specs @IqooInd @amazonIN… https://t.co/TZuawIUCyc
1841,I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/GpV2Zd2fHY #AmazonQuiz @amazonIN .
1842,"I placed an order on 8 april 2021 and  wasnt delivered on the address. However, the app shows it was delivered on 1… https://t.co/1qjfGF9tMp"
1843,"Fastest charging never seen before
@IqooInd @amazonIN 
Love from heart
#IQOO7series https://t.co/TEsg6uYKlc"
1844,"Love to see the snapdragon chip on a M series 
#FastestMonster @amazonIN @SamsungIndia #SamsungM42 https://t.co/OrNQVA9e79"
1845,"#iQOO7Series
 Favourite Feature Of Mine 
@amazonIN @IqooInd https://t.co/Moi5gf7s0u"
1846,Dear @amazonIN your delivery person is not ready to get off his bike and walk within society to deliver groceries a… https://t.co/JhbhC1vKA2
1847,"This is the dual chip monster♥️
@IqooInd 
@amazonIN"
1848,"#Mi11SeriesQuiz
@XiaomiIndia
@amazonIN
I played this interesting Quiz on Amazon-Play games at Amazon FunZone  https://t.co/irO6A9pk1r"
1849,#day26 #worstamazonbasics @amazonIN  #noresoution finally one non sense guy called without even visiting my place o… https://t.co/K0qGORZuL5
1850,Best Features Mobile Recent Times @BestCamera @BestDisplay @Futuredual5gchip @fastchargingfacility… https://t.co/s9EZlkzaZ0
1851,"[Prebook now] Mi 11X Pro starting ₹39,999 available on #amazonIN https://t.co/BzYsiLriDr https://t.co/Cs01Royz7q"
1852,"Try new iqoo7
Love what it gives
@amazonIN 
@IqooInd 
#iQOO7Series https://t.co/fw6N9a4jAG"
1853,Dear @amazonIN since over a month i am waiting for a pick up of order number 405-3294494-6189907 which has been sch… https://t.co/UkRwHSkXdC
1854,"Tried @getsimpl today.Awesome exp.Hope to use it soon on @Uber_India, @amazonIN and @dominos_india  #KeepItSimpl"
1855,"I lovee these features.
#FastestMonster @amazonIN 
@SamsungIndia #SamsungM42 https://t.co/cF7s0YxIRe"
1856,"Thanks for this quiz. #AmazonIN

#AmazonQuiz https://t.co/pLt4dj2Cyp"
1857,"No compromise with security so better get #KnoxSecurity
#FastestMonster #SamsungM42 
@amazonIN @SamsungIndia https://t.co/6U25STI8I3"
1858,The iQOO 7 has one unique trick up its sleeve to improve its performance.Iqoo 7  dual chip monster with #qualcomm S… https://t.co/GDnG3zO7aW
1859,"Thanks for this quiz. #AmazonIN

#GooglePlayRechargeCodeQuiz https://t.co/EozfqxURyK"
1860,It's amazing to see it has newly developed Qualcomm SM8350 Snapdragon 888 Octa-core processor and Adreno 660 GPU. T… https://t.co/sKDn5UFn4u
1861,"That goes to you too 
@amazonIN @Flipkart 
 
The cheaper ones are out of stock snd sometimes do not have good ratin… https://t.co/vwyYv5bfZL"
1862,"Thanks for this quiz. #AmazonIN

#AmazonQuiz https://t.co/mt2KXzG5z5"
1863,888 with 800k+ antutu score and LPDDR5 UFS 3.1 CLEAN UI BEST GAMING MODE AND MANY MORE @IqooInd @amazonIN… https://t.co/yZqqpJrRCU
1864,"#AllExclusiveus #Music #World guest Alesso  Tomorrowland 

#Next  https://t.co/OhzUDcJsAZ

@tomorrowland @TMLBrasil… https://t.co/i4TQ2CHw17"
